name,Route,Source,Dest,Duration,Starting time,Reach Time,Price,Seats,Rating
Shyamoli Paribahan Pvt Ltd,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,04h 00m,08:15,12:15,INR486,22Seats available,4.5188
Express Line (Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center Durgapur,04h 00m,08:15,12:15,INR486,37Seats available,4.364
SHYAMOLI Pvt. Ltd.(Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center Durgapur,04h 00m,08:30,12:30,INR486,46Seats available,4.3273
Greenline,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center,04h 00m,08:45,12:45,INR486,42Seats available,4.5108
Greenline (Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center,04h 00m,09:15,13:15,INR486,33Seats available,4.2199
Shyamoli Paribahan Pvt Ltd,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,04h 00m,09:15,13:15,INR486,49Seats available,4.4121
Greenline,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center,04h 00m,09:50,13:50,INR486,39Seats available,4.977
SHYAMOLI Pvt. Ltd.(Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center Durgapur,04h 00m,10:00,14:00,INR486,31Seats available,4.3279
Express Line,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,04h 00m,10:25,14:25,INR486,45Seats available,4.7124
Shyamoli Paribahan Pvt Ltd,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,04h 00m,11:00,15:00,INR486,30Seats available,3.968
Greenline (Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center,04h 00m,11:00,15:00,INR486,28Seats available,4.2202
Greenline,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center,04h 00m,11:30,15:30,INR486,39Seats available,4.735
SHYAMOLI Pvt. Ltd.(Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center Durgapur,04h 00m,12:00,16:00,INR486,36Seats available,4.5209
Shyamoli Paribahan Pvt Ltd,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,04h 00m,12:00,16:00,INR486,31Seats available,4.223
Greenline,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center,04h 00m,12:30,16:30,INR486,33Seats available,4.157
Shyamoli Paribahan Pvt Ltd,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,04h 00m,13:00,17:00,INR486,29Seats available,4.661
Greenline (Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center,04h 00m,13:00,17:00,INR486,33Seats available,4.7209
Express Line,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,04h 00m,13:30,17:30,INR486,49Seats available,4.791
SHYAMOLI Pvt. Ltd.(Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center Durgapur,04h 00m,14:00,18:00,INR486,38Seats available,4.4290
Shyamoli Paribahan Pvt Ltd,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,04h 00m,14:00,18:00,INR486,31Seats available,4.663
Greenline,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center,04h 00m,14:30,18:30,INR486,37Seats available,4.761
Shyamoli Paribahan Pvt Ltd,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,03h 00m,15:00,18:00,INR486,30Seats available,4.4110
Greenline (Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center,04h 00m,15:00,19:00,INR486,33Seats available,4.5268
Express Line,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,03h 00m,15:30,18:30,INR486,53Seats available,4.273
Express Line (Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center Durgapur,04h 00m,15:45,19:45,INR486,43Seats available,4.8223
Greenline,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center,03h 15m,16:00,19:15,INR486,41Seats available,4.7140
SHYAMOLI Pvt. Ltd.(Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center Durgapur,04h 00m,16:00,20:00,INR486,34Seats available,4.2281
Shyamoli Paribahan Pvt Ltd,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,04h 00m,16:40,20:40,INR486,31Seats available,4.3121
Greenline (Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center,04h 00m,16:45,20:45,INR486,32Seats available,4.1163
Express Line,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,04h 00m,17:20,21:20,INR486,43Seats available,4.6122
SHYAMOLI Pvt. Ltd.(Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center Durgapur,04h 00m,17:30,21:30,INR486,33Seats available,4.5349
Greenline,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center,04h 00m,18:05,22:05,INR486,37Seats available,4.796
Shyamoli Paribahan Pvt Ltd,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,03h 45m,18:40,22:25,INR486,30Seats available,4.4112
Royal Cruiser,1-Kolkata to Durgapur (West Bengal),Esplanade,City Centre,03h 45m,19:30,23:15,475,47Seats available,3.6176
Bijoyatra travels,1-Kolkata to Durgapur (West Bengal),Karunamoyee,Durgapur,04h 10m,15:15,19:25,INR375,45Seats available,2.55
Pariwartan Bus Service,1-Kolkata to Durgapur (West Bengal),Babughat,"Bus Stand, Durgapur",04h 30m,18:30,23:00,INR500,54Seats available,
Maharani Travels,1-Kolkata to Durgapur (West Bengal),Babughat,Durgapur Main Gate,04h 25m,21:05,01:30,760,23Seats available,2.6
Tulsi Travel,1-Kolkata to Durgapur (West Bengal),Dakshindari Bus Stand,Bus Stand Durgapur,02h 15m,14:45,17:00,INR899,61Seats available,3.2
Shyamoli Paribahan Pvt Ltd,1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center Durgapur,03h 15m,06:00,09:15,INR486,32Seats available,4.7379
SHYAMOLI Pvt. Ltd.(Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center Durgapur,03h 15m,06:15,09:30,INR486,32Seats available,4.4340
Shyamoli Paribahan Pvt Ltd,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,03h 15m,06:30,09:45,INR486,20Seats available,4.2254
Express Line (Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center Durgapur,03h 45m,06:30,10:15,INR486,39Seats available,4.8104
SHYAMOLI Pvt. Ltd.(Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center Durgapur,03h 30m,07:00,10:30,INR486,28Seats available,4.6341
Express Line,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,03h 15m,07:05,10:20,INR486,35Seats available,4.7294
Greenline,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center,04h 00m,07:40,11:40,INR486,35Seats available,4.4159
Greenline (Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center,04h 00m,07:45,11:45,INR486,29Seats available,4.7277
Shyamoli Paribahan Pvt Ltd,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,04h 00m,08:15,12:15,INR486,22Seats available,4.5188
Express Line (Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center Durgapur,04h 00m,08:15,12:15,INR486,37Seats available,4.364
SHYAMOLI Pvt. Ltd.(Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center Durgapur,04h 00m,08:30,12:30,INR486,46Seats available,4.3273
Greenline,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center,04h 00m,08:45,12:45,INR486,42Seats available,4.5108
Greenline (Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center,04h 00m,09:15,13:15,INR486,33Seats available,4.2199
Shyamoli Paribahan Pvt Ltd,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,04h 00m,09:15,13:15,INR486,49Seats available,4.4121
Greenline,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center,04h 00m,09:50,13:50,INR486,39Seats available,4.977
SHYAMOLI Pvt. Ltd.(Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center Durgapur,04h 00m,10:00,14:00,INR486,31Seats available,4.3279
Express Line,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,04h 00m,10:25,14:25,INR486,45Seats available,4.7124
Shyamoli Paribahan Pvt Ltd,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,04h 00m,11:00,15:00,INR486,30Seats available,3.968
Greenline (Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center,04h 00m,11:00,15:00,INR486,28Seats available,4.2202
Greenline,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center,04h 00m,11:30,15:30,INR486,39Seats available,4.735
SHYAMOLI Pvt. Ltd.(Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center Durgapur,04h 00m,12:00,16:00,INR486,36Seats available,4.5209
Shyamoli Paribahan Pvt Ltd,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,04h 00m,12:00,16:00,INR486,31Seats available,4.223
Greenline,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center,04h 00m,12:30,16:30,INR486,33Seats available,4.157
Shyamoli Paribahan Pvt Ltd,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,04h 00m,13:00,17:00,INR486,29Seats available,4.661
Greenline (Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center,04h 00m,13:00,17:00,INR486,33Seats available,4.7209
Express Line,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,04h 00m,13:30,17:30,INR486,49Seats available,4.791
SHYAMOLI Pvt. Ltd.(Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center Durgapur,04h 00m,14:00,18:00,INR486,38Seats available,4.4290
Shyamoli Paribahan Pvt Ltd,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,04h 00m,14:00,18:00,INR486,31Seats available,4.663
Greenline,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center,04h 00m,14:30,18:30,INR486,37Seats available,4.761
Shyamoli Paribahan Pvt Ltd,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,03h 00m,15:00,18:00,INR486,30Seats available,4.4110
Greenline (Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center,04h 00m,15:00,19:00,INR486,33Seats available,4.5268
Express Line,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,03h 00m,15:30,18:30,INR486,53Seats available,4.273
Express Line (Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center Durgapur,04h 00m,15:45,19:45,INR486,43Seats available,4.8223
Greenline,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center,03h 15m,16:00,19:15,INR486,41Seats available,4.7140
SHYAMOLI Pvt. Ltd.(Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center Durgapur,04h 00m,16:00,20:00,INR486,34Seats available,4.2281
Shyamoli Paribahan Pvt Ltd,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,04h 00m,16:40,20:40,INR486,31Seats available,4.3121
Greenline (Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center,04h 00m,16:45,20:45,INR486,32Seats available,4.1163
Express Line,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,04h 00m,17:20,21:20,INR486,43Seats available,4.6122
SHYAMOLI Pvt. Ltd.(Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center Durgapur,04h 00m,17:30,21:30,INR486,33Seats available,4.5349
Greenline,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center,04h 00m,18:05,22:05,INR486,37Seats available,4.796
Shyamoli Paribahan Pvt Ltd,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,03h 45m,18:40,22:25,INR486,30Seats available,4.4112
Royal Cruiser,1-Kolkata to Durgapur (West Bengal),Esplanade,City Centre,03h 45m,19:30,23:15,475,47Seats available,3.6176
Bijoyatra travels,1-Kolkata to Durgapur (West Bengal),Karunamoyee,Durgapur,04h 10m,15:15,19:25,INR375,45Seats available,2.55
Pariwartan Bus Service,1-Kolkata to Durgapur (West Bengal),Babughat,"Bus Stand, Durgapur",04h 30m,18:30,23:00,INR500,54Seats available,
Maharani Travels,1-Kolkata to Durgapur (West Bengal),Babughat,Durgapur Main Gate,04h 25m,21:05,01:30,760,23Seats available,2.6
Tulsi Travel,1-Kolkata to Durgapur (West Bengal),Dakshindari Bus Stand,Bus Stand Durgapur,02h 15m,14:45,17:00,INR899,61Seats available,3.2
Shyamoli Paribahan Pvt Ltd,1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center Durgapur,03h 15m,06:00,09:15,INR486,32Seats available,4.7379
SHYAMOLI Pvt. Ltd.(Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center Durgapur,03h 15m,06:15,09:30,INR486,32Seats available,4.4340
Shyamoli Paribahan Pvt Ltd,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,03h 15m,06:30,09:45,INR486,20Seats available,4.2254
Express Line (Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center Durgapur,03h 45m,06:30,10:15,INR486,39Seats available,4.8104
SHYAMOLI Pvt. Ltd.(Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center Durgapur,03h 30m,07:00,10:30,INR486,28Seats available,4.6341
Express Line,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,03h 15m,07:05,10:20,INR486,35Seats available,4.7294
Greenline,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center,04h 00m,07:40,11:40,INR486,35Seats available,4.4159
Greenline (Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center,04h 00m,07:45,11:45,INR486,29Seats available,4.7277
Shyamoli Paribahan Pvt Ltd,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,04h 00m,08:15,12:15,INR486,22Seats available,4.5188
Express Line (Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center Durgapur,04h 00m,08:15,12:15,INR486,37Seats available,4.364
SHYAMOLI Pvt. Ltd.(Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center Durgapur,04h 00m,08:30,12:30,INR486,46Seats available,4.3273
Greenline,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center,04h 00m,08:45,12:45,INR486,42Seats available,4.5108
Greenline (Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center,04h 00m,09:15,13:15,INR486,33Seats available,4.2199
Shyamoli Paribahan Pvt Ltd,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,04h 00m,09:15,13:15,INR486,49Seats available,4.4121
Greenline,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center,04h 00m,09:50,13:50,INR486,39Seats available,4.977
SHYAMOLI Pvt. Ltd.(Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center Durgapur,04h 00m,10:00,14:00,INR486,31Seats available,4.3279
Express Line,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,04h 00m,10:25,14:25,INR486,45Seats available,4.7124
Shyamoli Paribahan Pvt Ltd,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,04h 00m,11:00,15:00,INR486,30Seats available,3.968
Greenline (Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center,04h 00m,11:00,15:00,INR486,28Seats available,4.2202
Greenline,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center,04h 00m,11:30,15:30,INR486,39Seats available,4.735
SHYAMOLI Pvt. Ltd.(Karunamoyee),1-Kolkata to Durgapur (West Bengal),Karunamoyee,City Center Durgapur,04h 00m,12:00,16:00,INR486,36Seats available,4.5209
Shyamoli Paribahan Pvt Ltd,1-Kolkata to Durgapur (West Bengal),Esplanade,City Center Durgapur,04h 00m,12:00,16:00,INR486,31Seats available,4.223
